Timestamp,Pressure (bar)
2023-12-16 01:06:06,1.794375
2023-12-16 01:06:17,1.805625
2023-12-16 01:06:28,1.820625
2023-12-16 01:06:38,1.836875
2023-12-16 01:06:46,1.851875
2023-12-16 01:06:56,1.8625
2023-12-16 01:07:07,1.876875
2023-12-16 01:07:16,1.889375
2023-12-16 01:07:26,1.903125
2023-12-16 01:07:36,1.91875
2023-12-16 01:07:46,1.93
2023-12-16 01:07:56,1.94375
2023-12-16 01:08:06,1.955
2023-12-16 01:08:16,1.97
2023-12-16 01:08:26,1.983125
2023-12-16 01:08:36,1.99875
2023-12-16 01:08:46,2.014375
2023-12-16 01:08:57,2.029375
2023-12-16 01:09:06,2.045
2023-12-16 01:09:16,2.056875
2023-12-16 01:09:26,2.0725
2023-12-16 01:09:36,2.076875
2023-12-16 01:09:46,2.071875
2023-12-16 01:09:56,2.07
2023-12-16 01:10:06,2.060625
2023-12-16 01:10:17,2.059375
2023-12-16 01:10:27,2.055625
2023-12-16 01:10:38,2.07125
2023-12-16 01:10:46,2.089375
2023-12-16 01:10:57,2.1025
2023-12-16 01:11:08,2.119375
2023-12-16 01:11:16,2.13375
2023-12-16 01:11:27,2.149375
2023-12-16 01:11:37,2.166875
2023-12-16 01:11:47,2.180625
2023-12-16 01:11:56,2.19625
2023-12-16 01:12:08,2.21
2023-12-16 01:12:17,2.225625
2023-12-16 01:12:26,2.240625
2023-12-16 01:12:36,2.259375
2023-12-16 01:12:46,2.275
2023-12-16 01:12:57,2.2975
2023-12-16 01:13:06,2.31
2023-12-16 01:13:17,2.321875
2023-12-16 01:13:27,2.333125
2023-12-16 01:13:37,2.346875
2023-12-16 01:13:46,2.354375
2023-12-16 01:13:57,2.36125
2023-12-16 01:14:07,2.3675
2023-12-16 01:14:17,2.370625
2023-12-16 01:14:27,2.376875
2023-12-16 01:14:36,2.385
2023-12-16 01:14:47,2.38625
2023-12-16 01:14:56,2.394375
2023-12-16 01:15:06,2.4
2023-12-16 01:15:17,2.400625
2023-12-16 01:15:26,2.408125
2023-12-16 01:15:37,2.413125
2023-12-16 01:15:47,2.418125
2023-12-16 01:15:57,2.424375
2023-12-16 01:16:06,2.424375
2023-12-16 01:16:17,2.425
2023-12-16 01:16:28,2.42625
2023-12-16 01:16:41,2.430625
2023-12-16 01:16:47,2.435
2023-12-16 01:16:57,2.434375
2023-12-16 01:17:07,2.444375
2023-12-16 01:17:17,2.44875
2023-12-16 01:17:27,2.45625
2023-12-16 01:17:37,2.459375
2023-12-16 01:17:47,2.461875
2023-12-16 01:17:57,2.46375
2023-12-16 01:18:07,2.4675
2023-12-16 01:18:18,2.46625
2023-12-16 01:18:27,2.47
2023-12-16 01:18:36,2.46875
2023-12-16 01:18:46,2.47
2023-12-16 01:18:58,2.4725
2023-12-16 01:19:07,2.4725
2023-12-16 01:19:16,2.46875
2023-12-16 01:19:29,2.47125
2023-12-16 01:19:36,2.4725
2023-12-16 01:19:47,2.47125
2023-12-16 01:19:57,2.4725
2023-12-16 01:20:08,2.469375
2023-12-16 01:20:16,2.46875
2023-12-16 01:20:28,2.464375
2023-12-16 01:20:37,2.461875
2023-12-16 01:20:47,2.464375
2023-12-16 01:20:57,2.46875
2023-12-16 01:21:07,2.46875
2023-12-16 01:21:19,2.46875
2023-12-16 01:21:27,2.469375
2023-12-16 01:21:37,2.46875
2023-12-16 01:21:47,2.471875
2023-12-16 01:21:57,2.47375
2023-12-16 01:22:07,2.475
2023-12-16 01:22:16,2.481875
2023-12-16 01:22:27,2.488125
2023-12-16 01:22:37,2.49625
2023-12-16 01:22:47,2.495
2023-12-16 01:22:57,2.49375
2023-12-16 01:23:07,2.49
2023-12-16 01:23:17,2.49
2023-12-16 01:23:29,2.49
2023-12-16 01:23:37,2.4725
2023-12-16 01:23:47,2.438125
2023-12-16 01:23:59,2.414375
2023-12-16 01:24:07,2.39875
2023-12-16 01:24:19,2.3775
2023-12-16 01:24:28,2.36125
2023-12-16 01:24:37,2.38375
2023-12-16 01:24:47,2.4
2023-12-16 01:24:57,2.41125
2023-12-16 01:25:07,2.42125
2023-12-16 01:25:17,2.43
2023-12-16 01:25:27,2.445
2023-12-16 01:25:37,2.45625
2023-12-16 01:25:47,2.464375
2023-12-16 01:25:57,2.4775
2023-12-16 01:26:07,2.479375
2023-12-16 01:26:18,2.4875
2023-12-16 01:26:28,2.49125
2023-12-16 01:26:37,2.4975
2023-12-16 01:26:46,2.4975
2023-12-16 01:26:57,2.5
2023-12-16 01:27:09,2.503125
2023-12-16 01:27:17,2.505
2023-12-16 01:27:27,2.505625
2023-12-16 01:27:37,2.5025
2023-12-16 01:27:46,2.50375
2023-12-16 01:27:57,2.501875
2023-12-16 01:28:07,2.50125
2023-12-16 01:28:17,2.5
2023-12-16 01:28:27,2.49875
2023-12-16 01:28:38,2.500625
2023-12-16 01:28:47,2.5025
2023-12-16 01:28:57,2.5025
2023-12-16 01:29:07,2.503125
2023-12-16 01:29:18,2.49625
2023-12-16 01:29:28,2.498125
2023-12-16 01:29:38,2.494375
2023-12-16 01:29:47,2.4925
2023-12-16 01:29:57,2.491875
2023-12-16 01:30:08,2.49375
2023-12-16 01:30:17,2.495625
2023-12-16 01:30:28,2.50125
2023-12-16 01:30:38,2.503125
2023-12-16 01:30:48,2.501875
2023-12-16 01:30:57,2.50125
2023-12-16 01:31:08,2.503125
2023-12-16 01:31:18,2.503125
2023-12-16 01:31:29,2.501875
2023-12-16 01:31:39,2.503125
2023-12-16 01:31:48,2.50125
2023-12-16 01:31:58,2.501875
2023-12-16 01:32:07,2.50375
2023-12-16 01:32:18,2.505625
2023-12-16 01:32:28,2.511875
2023-12-16 01:32:37,2.508125
2023-12-16 01:32:47,2.506875
2023-12-16 01:32:57,2.503125
2023-12-16 01:33:08,2.50375
2023-12-16 01:33:17,2.504375
2023-12-16 01:33:27,2.50375
2023-12-16 01:33:38,2.501875
2023-12-16 01:33:48,2.50375
2023-12-16 01:33:58,2.505625
2023-12-16 01:34:08,2.508125
2023-12-16 01:34:18,2.505625
2023-12-16 01:34:29,2.505
2023-12-16 01:34:37,2.503125
2023-12-16 01:34:48,2.504375
2023-12-16 01:34:57,2.50375
2023-12-16 01:35:09,2.501875
2023-12-16 01:35:17,2.500625
2023-12-16 01:35:27,2.49875
2023-12-16 01:35:37,2.504375
2023-12-16 01:35:48,2.506875
2023-12-16 01:35:58,2.508125
2023-12-16 01:36:07,2.508125
2023-12-16 01:36:17,2.5075
2023-12-16 01:36:28,2.505625
2023-12-16 01:36:37,2.505
2023-12-16 01:36:47,2.506875
2023-12-16 01:36:58,2.505
2023-12-16 01:37:07,2.50375
2023-12-16 01:37:18,2.50875
2023-12-16 01:37:28,2.508125
2023-12-16 01:37:37,2.510625
2023-12-16 01:37:49,2.50875
2023-12-16 01:37:57,2.505625
2023-12-16 01:38:07,2.505625
2023-12-16 01:38:17,2.504375
2023-12-16 01:38:27,2.503125
2023-12-16 01:38:38,2.504375
2023-12-16 01:38:48,2.503125
2023-12-16 01:38:57,2.505625
2023-12-16 01:39:07,2.505
2023-12-16 01:39:17,2.506875
2023-12-16 01:39:28,2.505625
2023-12-16 01:39:38,2.506875
2023-12-16 01:39:48,2.50375
2023-12-16 01:39:58,2.503125
2023-12-16 01:40:08,2.50375
2023-12-16 01:40:19,2.501875
2023-12-16 01:40:28,2.503125
2023-12-16 01:40:38,2.505
2023-12-16 01:40:49,2.5075
2023-12-16 01:40:58,2.511875
2023-12-16 01:41:07,2.51
2023-12-16 01:41:18,2.505
2023-12-16 01:41:28,2.50375
2023-12-16 01:41:38,2.503125
2023-12-16 01:41:48,2.503125
2023-12-16 01:41:58,2.5
2023-12-16 01:42:08,2.50125
2023-12-16 01:42:18,2.5
2023-12-16 01:42:28,2.5025
2023-12-16 01:42:41,2.508125
2023-12-16 01:42:47,2.508125
2023-12-16 01:42:58,2.50875
2023-12-16 01:43:08,2.509375
2023-12-16 01:43:18,2.51125
2023-12-16 01:43:27,2.51125
2023-12-16 01:43:39,2.506875
2023-12-16 01:43:48,2.509375
2023-12-16 01:43:58,2.51
2023-12-16 01:44:09,2.513125
2023-12-16 01:44:20,2.518125
2023-12-16 01:44:28,2.516875
2023-12-16 01:44:38,2.51625
2023-12-16 01:44:50,2.51375
2023-12-16 01:44:58,2.508125
2023-12-16 01:45:10,2.508125
2023-12-16 01:45:18,2.50625
2023-12-16 01:45:29,2.503125
2023-12-16 01:45:38,2.5
2023-12-16 01:45:49,2.506875
2023-12-16 01:45:58,2.504375
2023-12-16 01:46:08,2.503125
2023-12-16 01:46:18,2.5075
2023-12-16 01:46:28,2.505
2023-12-16 01:46:37,2.503125
2023-12-16 01:46:48,2.504375
2023-12-16 01:46:58,2.501875
2023-12-16 01:47:08,2.50125
2023-12-16 01:47:18,2.500625
2023-12-16 01:47:31,2.503125
2023-12-16 01:47:38,2.506875
2023-12-16 01:47:48,2.510625
2023-12-16 01:47:59,2.511875
2023-12-16 01:48:08,2.511875
2023-12-16 01:48:18,2.5125
2023-12-16 01:48:29,2.509375
2023-12-16 01:48:38,2.51
2023-12-16 01:48:49,2.5125
2023-12-16 01:48:58,2.51
2023-12-16 01:49:08,2.51
2023-12-16 01:49:19,2.51375
2023-12-16 01:49:28,2.5175
2023-12-16 01:49:39,2.51375
2023-12-16 01:49:48,2.5125
2023-12-16 01:49:59,2.509375
2023-12-16 01:50:10,2.5125
2023-12-16 01:50:18,2.51
2023-12-16 01:50:29,2.506875
2023-12-16 01:50:38,2.506875
2023-12-16 01:50:48,2.505
2023-12-16 01:50:59,2.508125
2023-12-16 01:51:08,2.51
2023-12-16 01:51:18,2.51375
2023-12-16 01:51:28,2.51375
2023-12-16 01:51:38,2.5125
2023-12-16 01:51:49,2.509375
2023-12-16 01:51:58,2.508125
2023-12-16 01:52:08,2.505625
2023-12-16 01:52:18,2.50125
2023-12-16 01:52:28,2.501875
2023-12-16 01:52:42,2.503125
2023-12-16 01:52:49,2.506875
2023-12-16 01:52:59,2.505625
2023-12-16 01:53:08,2.504375
2023-12-16 01:53:18,2.501875
2023-12-16 01:53:29,2.47125
2023-12-16 01:53:38,2.43375
2023-12-16 01:53:48,2.40875
2023-12-16 01:53:58,2.38125
2023-12-16 01:54:09,2.3575
2023-12-16 01:54:18,2.3325
2023-12-16 01:54:29,2.31125
2023-12-16 01:54:40,2.295
2023-12-16 01:54:50,2.274375
2023-12-16 01:54:58,2.255
2023-12-16 01:55:08,2.235625
2023-12-16 01:55:19,2.2175
2023-12-16 01:55:28,2.20125
2023-12-16 01:55:39,2.183125
2023-12-16 01:55:50,2.16875
2023-12-16 01:56:00,2.155
2023-12-16 01:56:09,2.140625
2023-12-16 01:56:21,2.123125
2023-12-16 01:56:29,2.1125
2023-12-16 01:56:38,2.098125
2023-12-16 01:56:49,2.083125
2023-12-16 01:56:59,2.074375
2023-12-16 01:57:08,2.058125
2023-12-16 01:57:18,2.04875
2023-12-16 01:57:29,2.033125
2023-12-16 01:57:39,2.025625
2023-12-16 01:57:49,2.013125
2023-12-16 01:57:59,1.998125
2023-12-16 01:58:09,1.984375
2023-12-16 01:58:19,1.97125
2023-12-16 01:58:29,1.95625
2023-12-16 01:58:39,1.945
2023-12-16 01:58:49,1.950625
2023-12-16 01:59:01,1.93
2023-12-16 01:59:10,1.92875
2023-12-16 01:59:18,1.91625
2023-12-16 01:59:29,1.90625
2023-12-16 01:59:39,1.895625
2023-12-16 01:59:49,1.883125
2023-12-16 01:59:59,1.88
2023-12-16 02:00:09,1.870625
2023-12-16 02:00:18,1.85375
2023-12-16 02:00:29,1.851875
2023-12-16 02:00:39,1.84
2023-12-16 02:00:50,1.828125
2023-12-16 02:00:59,1.82
2023-12-16 02:01:09,1.8125
2023-12-16 02:01:19,1.8025
2023-12-16 02:01:29,1.803125
2023-12-16 02:01:39,1.80875
2023-12-16 02:01:49,1.815
2023-12-16 02:02:01,1.821875
2023-12-16 02:02:09,1.826875
2023-12-16 02:02:20,1.84125
2023-12-16 02:02:29,1.901875
2023-12-16 02:02:40,1.9725
2023-12-16 02:02:49,2.026875
2023-12-16 02:02:59,2.075625
2023-12-16 02:03:09,2.11125
2023-12-16 02:03:19,2.145625
2023-12-16 02:03:29,2.169375
2023-12-16 02:03:38,2.185625
2023-12-16 02:03:50,2.2
2023-12-16 02:03:59,2.149375
2023-12-16 02:04:11,2.1025
2023-12-16 02:04:18,2.0725
2023-12-16 02:04:31,2.0375
2023-12-16 02:04:39,2.0075
2023-12-16 02:04:49,1.98125
2023-12-16 02:04:59,1.95875
2023-12-16 02:05:09,1.941875
2023-12-16 02:05:19,1.92375
2023-12-16 02:05:29,1.91
2023-12-16 02:05:39,1.896875
2023-12-16 02:05:49,1.88625
2023-12-16 02:06:00,1.8775
2023-12-16 02:06:10,1.870625
2023-12-16 02:06:22,1.866875
2023-12-16 02:06:30,1.86375
2023-12-16 02:06:40,1.8225
2023-12-16 02:06:49,1.775
2023-12-16 02:06:59,1.7375
2023-12-16 02:07:10,1.70125
2023-12-16 02:07:20,1.6775
2023-12-16 02:07:31,1.65125
2023-12-16 02:07:40,1.623125
2023-12-16 02:07:49,1.595
2023-12-16 02:07:59,1.569375
2023-12-16 02:08:09,1.5425
2023-12-16 02:08:19,1.515625
2023-12-16 02:08:29,1.49625
2023-12-16 02:08:40,1.329375
2023-12-16 02:08:49,1.22875
2023-12-16 02:08:59,1.149375
2023-12-16 02:09:10,1.075
2023-12-16 02:09:19,1.005625
2023-12-16 02:09:29,0.943125
2023-12-16 02:09:39,0.91875
2023-12-16 02:09:49,0.855
2023-12-16 02:10:00,0.794375
2023-12-16 02:10:09,0.739375
2023-12-16 02:10:19,0.694375
2023-12-16 02:10:30,0.653125
2023-12-16 02:10:40,0.610625
2023-12-16 02:10:50,0.57375
2023-12-16 02:10:59,0.53
2023-12-16 02:11:10,0.495
2023-12-16 02:11:20,0.46125
2023-12-16 02:11:29,0.4325
2023-12-16 02:11:39,0.410625
2023-12-16 02:11:49,0.379375
2023-12-16 02:11:59,0.350625
2023-12-16 02:12:09,0.329375
2023-12-16 02:12:19,0.31125
2023-12-16 02:12:29,0.290625
2023-12-16 02:12:39,0.27875
2023-12-16 02:12:50,0.2625
2023-12-16 02:12:59,0.246875
2023-12-16 02:13:09,0.230625
2023-12-16 02:13:20,0.224375
2023-12-16 02:13:29,0.200625
2023-12-16 02:13:40,0.19875
2023-12-16 02:13:49,0.183125
2023-12-16 02:14:00,0.171875
2023-12-16 02:14:10,0.158125
2023-12-16 02:14:20,0.130625
2023-12-16 02:14:29,0.1275
2023-12-16 02:14:39,0.118125
2023-12-16 02:14:50,0.1025
2023-12-16 02:15:00,0.09625
2023-12-16 02:15:10,0.088125
2023-12-16 02:15:19,0.078125
2023-12-16 02:15:30,0.070625
2023-12-16 02:15:40,0.065625
2023-12-16 02:15:50,0.06125
2023-12-16 02:15:59,0.056875
2023-12-16 02:16:10,0.0525
2023-12-16 02:16:19,0.046875
2023-12-16 02:16:30,0.040625
2023-12-16 02:16:41,0.03875
2023-12-16 02:16:50,0.03875
2023-12-16 02:16:59,0.035
2023-12-16 02:17:10,0.035
2023-12-16 02:17:20,0.03375
2023-12-16 02:17:29,0.0325
2023-12-16 02:17:40,0.03125
2023-12-16 02:17:50,0.030625
2023-12-16 02:18:00,0.03
2023-12-16 02:18:10,0.026875
2023-12-16 02:18:20,0.028125
2023-12-16 02:18:30,0.026875
2023-12-16 02:18:40,0.024375
2023-12-16 02:18:49,0.025
2023-12-16 02:19:00,0.026875
2023-12-16 02:19:10,0.025
2023-12-16 02:19:20,0.015
2023-12-16 02:19:31,0.015625
2023-12-16 02:19:41,0.018125
2023-12-16 02:19:50,0.019375
2023-12-16 02:19:59,0.015
2023-12-16 02:20:12,0.016875
2023-12-16 02:20:20,0.019375
2023-12-16 02:20:30,0.0175
2023-12-16 02:20:40,0.019375
2023-12-16 02:20:50,0.016875
2023-12-16 02:21:00,0.016875
2023-12-16 02:21:10,0.016875
2023-12-16 02:21:20,0.01625
2023-12-16 02:21:30,0.015625
2023-12-16 02:21:40,0.015625
2023-12-16 02:21:50,0.016875
2023-12-16 02:22:00,0.015
2023-12-16 02:22:10,0.016875
2023-12-16 02:22:20,0.015
2023-12-16 02:22:30,0.016875
2023-12-16 02:22:40,0.015
2023-12-16 02:22:50,0.015625
2023-12-16 02:23:00,0.015625
2023-12-16 02:23:11,0.015
2023-12-16 02:23:20,0.0125
2023-12-16 02:23:30,0.01625
2023-12-16 02:23:40,0.015
2023-12-16 02:23:51,0.01625
2023-12-16 02:24:00,0.014375
2023-12-16 02:24:10,0.015
2023-12-16 02:24:20,0.01625
2023-12-16 02:24:30,0.015625
2023-12-16 02:24:40,0.015
2023-12-16 02:24:50,0.01375
2023-12-16 02:25:00,0.016875
2023-12-16 02:25:10,0.0175
2023-12-16 02:25:20,0.01625
